area_type,availability,location,bhk,size_comp,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Parappana Agrahara,2,BHK,1194,2,2,47
Plot  Area,Date Set,mvj engineering college,3,Bedroom,1200,3,1,56.53
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3,BHK,1681,3,3,69
Built-up  Area,Date Set,Bommasandra Industrial Area,2,BHK,1130,2,1,32.64
Super built-up  Area,Ready To Move,Iblur Village,4,BHK,3633,5,1,335
Built-up  Area,Ready To Move,Kanakpura Road,3,BHK,1843,3,2,90
Built-up  Area,Date Set,Bommasandra Industrial Area,2,BHK,1065,2,1,30.75
Super built-up  Area,Ready To Move,Thubarahalli,3,BHK,1885,3,2,85.52
Super built-up  Area,Ready To Move,R.T. Nagar,2,BHK,1500,2,2,45
Super built-up  Area,Ready To Move,Panathur,2,BHK,1210,2,2,69
Super built-up  Area,Ready To Move,TC Palaya,2,BHK,1126,2,1,39.4
Super built-up  Area,Ready To Move,Rayasandra,3,BHK,1357,2,2,59
Super built-up  Area,Ready To Move,Whitefield,3,BHK,1451,2,2,46.4
Plot  Area,Ready To Move,Kodigehaali,4,Bedroom,1600,3,3,185
Super built-up  Area,Ready To Move,Hennur Road,2,BHK,950,2,1,55
Built-up  Area,Ready To Move,Bellandur,2,BHK,960,2,2,48
Super built-up  Area,Ready To Move,2nd Block Bel Layout,3,BHK,1625,3,3,92
Plot  Area,Date Set,Kaggalipura,3,Bedroom,2200,4,1,150
Super built-up  Area,Ready To Move,Ambalipura,3,BHK,1607,2,2,112
Super built-up  Area,Date Set,Kanakpura Road,2,BHK,900,2,1,46.29
Built-up  Area,Ready To Move,Shree Ananth Nagar Layout,2,BHK,1080,2,2,38
Super built-up  Area,Ready To Move,Cooke Town,3,BHK,2300,3,1,250
Super built-up  Area,Ready To Move,Hosa Road,4,BHK,1708,3,0,64.05
Built-up  Area,Ready To Move,Yeshwanthpur,6,Bedroom,2500,5,2,185
Super built-up  Area,Ready To Move,Bellandur,3,BHK,1690,2,2,116
Built-up  Area,Ready To Move,RR Layout,5,Bedroom,2100,3,0,145
Super built-up  Area,Ready To Move,4th Block Koramangala,2,BHK,1269,2,2,97
Super built-up  Area,Ready To Move,Haralur Road,2,BHK,1243,2,2,46
Built-up  Area,Ready To Move,Haralur Road,3,BHK,1890,3,2,84
Built-up  Area,Date Set,Electronic City Phase II,2,BHK,1165,2,1,33.64
Super built-up  Area,Ready To Move,BTM Layout,2,BHK,1196,2,2,56.81
Super built-up  Area,Ready To Move,Parappana Agrahara,2,BHK,1194,2,2,47
Super built-up  Area,Ready To Move,Old Madras Road,3,BHK,1630,3,2,110
Super built-up  Area,Date Set,Whitefield,2,BHK,1063,2,1,42.52
Super built-up  Area,Ready To Move,Shikaripalya,2,BHK,1025,2,1,39.98
Super built-up  Area,Ready To Move,Chikkabanavar,2,BHK,1067,2,1,38
Super built-up  Area,Date Set,Kanakpura Road,2,BHK,1299,2,1,89.63
Super built-up  Area,Date Set,Panathur,2,BHK,1343,2,1,76
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,BHK,1330,2,2,44
Super built-up  Area,Ready To Move,Mallasandra,3,BHK,1524,2,3,72
Super built-up  Area,Ready To Move,Lingadheeranahalli,4,BHK,2236,4,2,153
Super built-up  Area,Ready To Move,Domlur,3,BHK,2955,3,2,235
Super built-up  Area,Date Set,Raja Rajashweri Nagar,3,BHK,1410,2,2,45.12
Super built-up  Area,Ready To Move,Kothanur,3,BHK,1581,3,3,76
Super built-up  Area,Ready To Move,Balagere,2,BHK,1205,2,1,79
Super built-up  Area,Ready To Move,Thyagaraja Nagar,3,BHK,1270,2,2,95.25
Super built-up  Area,Ready To Move,VHBCS Layout,3,BHK,1353,2,2,110
Plot  Area,Date Set,Jinkethimmanahalli,2,Bedroom,1200,2,1,68
Super built-up  Area,Ready To Move,basaveshwarnagar,3,BHK,1250,2,1,70
Super built-up  Area,Date Set,Gopalapura,3,BHK,1950.2,3,2,261
Super built-up  Area,Date Set,Sarjapur  Road,3,BHK,1157,2,1,69
Super built-up  Area,Date Set,Kanakapura,1,BHK,825,1,0,35.48
Built-up  Area,Ready To Move,Sarjapur  Road,2,BHK,1000,2,2,40
Built-up  Area,Date Set,Yelahanka,1,BHK,602,1,1,33
Built-up  Area,Ready To Move,Malleshwaram,5,Bedroom,3000,4,0,900
Super built-up  Area,Date Set,Hoodi,2,BHK,1108,2,0,66.46
Super built-up  Area,Ready To Move,Thyagaraja Nagar,2,BHK,1040,2,1,68
Super built-up  Area,Date Set,Sarjapur,2,BHK,1451,2,1,87
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,BHK,1196,2,2,40.54
Super built-up  Area,Date Set,Kanakpura Road,1,BHK,850,1,1,37.32
Super built-up  Area,Date Set,Gopalapura,3,BHK,2171.66,3,2,298
Super built-up  Area,Ready To Move,Kanaka Nagar,2,BHK,900,2,1,40
Super built-up  Area,Ready To Move,Kudlu,1,BHK,720,1,1,33
Super built-up  Area,Ready To Move,Thanisandra,3,BHK,1573,3,2,115
Super built-up  Area,Ready To Move,Sarjapur  Road,2,BHK,1026,2,1,60.8
Super built-up  Area,Ready To Move,CV Raman Nagar,3,BHK,1400,2,2,78
Built-up  Area,Date Set,Electronic City Phase II,3,BHK,1400,2,2,40.44
Built-up  Area,Ready To Move,Banashankari Stage III,4,Bedroom,2100,3,1,147
Super built-up  Area,Ready To Move,Sarjapur  Road,2,BHK,1150,2,1,48.5
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,BHK,1500,3,2,88
Super built-up  Area,Ready To Move,Malleshwaram,3,BHK,2400,3,2,380
Plot  Area,Ready To Move,HRBR Layout,3,Bedroom,1200,3,2,240
Super built-up  Area,Ready To Move,Kothanur,3,BHK,1790,3,2,105
Super built-up  Area,Ready To Move,Ramagondanahalli,2,BHK,1125,2,2,75
Super built-up  Area,Date Set,Hennur,3,BHK,1830.5,3,0,84.21
Super built-up  Area,Ready To Move,Marathahalli,2,BHK,1100,2,1,50
Built-up  Area,Ready To Move,7th Phase JP Nagar,2,BHK,1080,2,1,51
Built-up  Area,Ready To Move,Banaswadi,2,BHK,1105,2,2,57
Super built-up  Area,Ready To Move,Thanisandra,2,BHK,1110,2,2,46.5
Super built-up  Area,Ready To Move,Dasanapura,1,BHK,708,1,1,41
Super built-up  Area,Ready To Move,Kudlu,2,BHK,1027,2,2,44
Super built-up  Area,Date Set,"Banashankari 3rd stage, Vivekanandanagar",3,BHK,1600,3,1,100
Super built-up  Area,Ready To Move,Thigalarapalya,4,BHK,3122,6,2,250
Super built-up  Area,Ready To Move,Sarjapur  Road,2,BHK,1205,2,2,37
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3,BHK,1450,2,2,73
Plot  Area,Ready To Move,Thyagaraja Nagar,4,Bedroom,750,4,2,125
Plot  Area,Ready To Move,Annaiah Reddy Layout,1,Bedroom,540,1,0,22
Built-up  Area,Ready To Move,Dasarahalli,2,BHK,1200,2,2,42
Plot  Area,Ready To Move,Nagarbhavi,5,Bedroom,1200,5,1,260
Super built-up  Area,Ready To Move,Kalena Agrahara,3,BHK,1837,2,2,95
Super built-up  Area,Date Set,Whitefield,2,BHK,1346,2,1,76.01
Built-up  Area,Ready To Move,Balagere,2,BHK,1012,2,1,68
Super built-up  Area,Date Set,Gopalapura,3,BHK,1950.2,3,2,193
Super built-up  Area,Ready To Move,Atmananda Colony,2,BHK,1125,2,2,55
Super built-up  Area,Ready To Move,Kaggadasapura,3,BHK,1500,2,2,60
Super built-up  Area,Ready To Move,Harlur,2,BHK,1197,2,1,79.9
Super built-up  Area,Date Set,Chandapura,3,BHK,1230,2,2,31.37
Super built-up  Area,Ready To Move,BTM 2nd Stage,2,BHK,1100,2,2,47
Super built-up  Area,Ready To Move,Channasandra Layout,3,BHK,1563,2,2,52
Plot  Area,Ready To Move,4th Block Jayanagar,7,Bedroom,2240,4,1,700
Super built-up  Area,Ready To Move,Hebbal Kempapura,4,BHK,3729,4,2,384
Plot  Area,Ready To Move,Sarjapur  Road,3,Bedroom,1600,3,1,120
Super built-up  Area,Ready To Move,Green Glen Layout,3,BHK,1715,3,3,120
Built-up  Area,Ready To Move,Bannerghatta Road,4,Bedroom,2400,4,1,180
Super built-up  Area,Date Set,Ramagondanahalli,2,BHK,1151,2,2,42.5
Plot  Area,Ready To Move,Banaswadi,6,Bedroom,1200,6,2,220
Built-up  Area,Ready To Move,Uttarahalli,2,BHK,1123,2,2,60
Super built-up  Area,Date Set,Whitefield,2,BHK,1276,2,1,69.5
Super built-up  Area,Ready To Move,Yelahanka,2,BHK,1315,2,3,77
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3,BHK,1270,2,2,50.79
Super built-up  Area,Ready To Move,R.T. Nagar,2,BHK,1325,2,2,52
Super built-up  Area,Date Set,Varthur,3,BHK,1600,3,2,63.2
Super built-up  Area,Ready To Move,Jakkur,3,BHK,1660,3,2,104
Super built-up  Area,Ready To Move,Kodichikkanahalli,2,BHK,1299,2,3,58
Super built-up  Area,Ready To Move,Haralur Road,2,BHK,953,2,1,90
Super built-up  Area,Ready To Move,Gunjur,2,BHK,1457,2,3,60
Super built-up  Area,Date Set,Varthur,2,BHK,1000,1,1,65
Built-up  Area,Ready To Move,Mallasandra,3,BHK,1100,2,3,76.3
Super built-up  Area,Ready To Move,Yelahanka,3,BHK,1075,2,1,33.53
Super built-up  Area,Ready To Move,Kanakpura Road,3,BHK,1450,3,3,51
Super built-up  Area,Ready To Move,Iblur Village,5,BHK,5515,6,2,425
Super built-up  Area,Ready To Move,Bellandur,1,BHK,950,1,1,40
Plot  Area,Ready To Move,Basaveshwara Nagar,5,Bedroom,1200,3,1,180
Super built-up  Area,Ready To Move,Amam Enclave Layout,2,BHK,1013,2,2,60
Super built-up  Area,Ready To Move,Hennur Road,2,BHK,1140,2,2,56
Super built-up  Area,Ready To Move,4th T block Jayanagar,3,BHK,2100,3,3,220
Super built-up  Area,Ready To Move,Yelahanka,3,BHK,1430,3,1,61
Plot  Area,Ready To Move,Ilyas Nagar,4,Bedroom,600,3,0,95
Carpet  Area,Ready To Move,Anantapura,3,BHK,1600,3,2,77
Super built-up  Area,Ready To Move,Ayappa Nagar,2,BHK,1190,2,1,48
Super built-up  Area,Ready To Move,Ashwath Nagar,3,BHK,1625,3,2,95
Super built-up  Area,Ready To Move,Classic Paradise Layout,2,BHK,1210,2,2,53
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,BHK,1615,3,2,150
Super built-up  Area,Ready To Move,Kalena Agrahara,2,BHK,1180,2,2,85
Plot  Area,Ready To Move,Nagasandra,2,Bedroom,1500,2,0,91
Built-up  Area,Ready To Move,Bellandur,2,BHK,850,2,1,45
Super built-up  Area,Ready To Move,Kothanur,2,BHK,1130,2,2,55
Super built-up  Area,Ready To Move,CV Raman Nagar,2,BHK,907,2,2,38
Built-up  Area,Ready To Move,HRBR Layout,2,BHK,1300,2,3,90
Super built-up  Area,Ready To Move,Hennur Road,3,BHK,1891,3,1,110
Super built-up  Area,Ready To Move,Hennur Road,3,BHK,1735,3,3,78
Super built-up  Area,Ready To Move,Bisuvanahalli,3,BHK,1075,2,1,33
Built-up  Area,Ready To Move,Gowdanapalya,5,BHK,258,5,0,75
Built-up  Area,Ready To Move,Kumaraswami Layout,7,BHK,2040,4,3,123
Super built-up  Area,Ready To Move,Uttarahalli,3,BHK,1590,3,2,57
Plot  Area,Ready To Move,Jayanti Nagar,5,Bedroom,1600,5,2,140
Built-up  Area,Ready To Move,Doddakammanahalli,2,BHK,1160,2,3,55
Super built-up  Area,Ready To Move,Tasker Town,2,BHK,930,1,1,55
Built-up  Area,Ready To Move,Devanahalli,2,BHK,1010,2,1,58
Super built-up  Area,Ready To Move,Electronic City,2,BHK,1221,2,2,68
Plot  Area,Ready To Move,Banashankari,4,Bedroom,2400,4,3,470
Super built-up  Area,Date Set,Hoodi,2,BHK,1108,2,1,87.48
Plot  Area,Ready To Move,Vidyaranyapura,4,Bedroom,1000,4,2,120
Super built-up  Area,Date Set,Sarjapur  Road,2,BHK,1370,2,1,70
Super built-up  Area,Ready To Move,Banashankari Stage V,2,BHK,920,2,1,41.5
Super built-up  Area,Date Set,Bhoganhalli,2,BHK,1277,2,1,79.89
Super built-up  Area,Date Set,Horamavu Agara,2,BHK,1213,2,2,38.1
Super built-up  Area,Ready To Move,Singasandra,3,BHK,1653,3,2,85
Plot  Area,Ready To Move,Sarjapur,4,Bedroom,2400,3,3,140
Super built-up  Area,Ready To Move,1st Block Koramangala,4,BHK,3000,5,3,500
Plot  Area,Ready To Move,Kothanur,4,Bedroom,1600,4,3,250
Super built-up  Area,Ready To Move,Electronics City Phase 1,3,BHK,1321,2,2,40
Super built-up  Area,Ready To Move,Kanakpura Road,3,BHK,1570,3,2,68
Built-up  Area,Ready To Move,Hessarghatta,8,Bedroom,1150,8,2,70
Super built-up  Area,Ready To Move,Nallurhalli,2,BHK,1053,2,3,44
Super built-up  Area,Ready To Move,Hoysalanagar,3,BHK,1325,2,3,56
Super built-up  Area,Date Set,manyata,2,BHK,1169,2,1,50.11
Super built-up  Area,Date Set,Badavala Nagar,2,BHK,1274,2,1,90
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1317,2,2,52
Built-up  Area,Ready To Move,Lakshminarayana Pura,2,BHK,1195,2,1,75
Super built-up  Area,Date Set,Whitefield,4,BHK,2858,4,0,137
Super built-up  Area,Ready To Move,Kammasandra,2,BHK,940,2,2,35
Built-up  Area,Ready To Move,Budigere,3,BHK,1820,3,2,95.5
Super built-up  Area,Ready To Move,Kanakpura Road,3,BHK,1450,3,3,53.6
Built-up  Area,Ready To Move,Whitefield,3,BHK,1615,3,0,96.9
Built-up  Area,Ready To Move,Nagarbhavi,3,BHK,2200,2,3,99
Super built-up  Area,Ready To Move,Subramanyapura,2,BHK,985,2,1,62.5
Built-up  Area,Ready To Move,Electronics City Phase 1,2,BHK,1116,2,1,33
Super built-up  Area,Ready To Move,Attibele,2,BHK,656,2,1,25
Super built-up  Area,Ready To Move,Kaggadasapura,2,BHK,1105,2,1,39.5
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1220,2,1,55
Built-up  Area,Ready To Move,Hoodi,3,BHK,1400,3,2,74
Built-up  Area,Ready To Move,Bhuvaneswari Nagar,4,Bedroom,2400,3,0,185
Plot  Area,Ready To Move,Anandapura,3,Bedroom,850,3,0,63
Built-up  Area,Ready To Move,Uttarahalli,2,BHK,1000,2,1,35
Super built-up  Area,Ready To Move,Bannerghatta Road,3,BHK,1660,3,3,80
Super built-up  Area,Ready To Move,Uttarahalli,3,BHK,1330,2,1,57
Super built-up  Area,Date Set,Old Madras Road,2,BHK,1165,2,1,52
Super built-up  Area,Ready To Move,Budigere,2,BHK,1153,2,2,56
Built-up  Area,Ready To Move,Bannerghatta Road,2,BHK,1270,2,2,45
Super built-up  Area,Date Set,2nd Phase JP Nagar,2,BHK,1070,2,2,38
Built-up  Area,Ready To Move,RWF West Colony,3,BHK,1427,2,2,85
Super built-up  Area,Ready To Move,Banashankari Stage III,3,BHK,1420,2,2,95
Plot  Area,Ready To Move,Kothanur,4,Bedroom,1600,5,0,130
Super built-up  Area,Ready To Move,Langford Town,2,BHK,2031,2,2,200
Super built-up  Area,Date Set,Bellandur,2,BHK,1454,2,1,90
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1116,2,3,48.76
Plot  Area,Ready To Move,Maruthi Sevanagar,4,Bedroom,2000,3,1,180
Super built-up  Area,Date Set,Sarjapur  Road,2,BHK,1346,2,1,74.03
Super built-up  Area,Ready To Move,Hessarghatta,2,BHK,1062,2,1,50
Super built-up  Area,Ready To Move, Mysore Highway,1,BHK,700,1,1,25.5
Super built-up  Area,Date Set,JP Nagar,2,BHK,1405,2,1,99
Built-up  Area,Ready To Move,Doddathoguru,2,BHK,1100,2,2,50
Plot  Area,Ready To Move,Chikka Tirupathi,3,Bedroom,2153,4,3,120
Plot  Area,Ready To Move,Kammagondahalli,3,Bedroom,1200,3,2,120
Super built-up  Area,Ready To Move,Ulsoor,3,BHK,2135,3,2,170
Super built-up  Area,Ready To Move,Uttarahalli,2,BHK,1125,2,1,47
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3,BHK,1350,2,2,47.25
Built-up  Area,Ready To Move,Pai Layout,2,BHK,1068,2,3,48
Super built-up  Area,Ready To Move,Doddathoguru,2,BHK,940,2,1,32.9
Super built-up  Area,Date Set,Hosa Road,2,BHK,1063,2,1,32.79
Super built-up  Area,Ready To Move,Brookefield,2,BHK,1382,2,2,84.5
Super built-up  Area,Ready To Move,Harlur,2,BHK,936,2,1,45
Super built-up  Area,Ready To Move,KR Puram,3,BHK,1400,2,3,60
Super built-up  Area,Date Set,Sarjapur  Road,1,BHK,475,1,1,26
Super built-up  Area,Ready To Move,LIC Colony,2,BHK,1200,2,1,115
Super built-up  Area,Ready To Move,Glass Factory Layout,3,BHK,1450,3,3,65
Super built-up  Area,Ready To Move,Kudlu,2,BHK,1162,2,1,52
Super built-up  Area,Date Set,Hosa Road,2,BHK,1161,2,1,48.75
Super built-up  Area,Ready To Move,Green Glen Layout,3,BHK,1623.29,2,2,105
Super built-up  Area,Ready To Move,Brookefield,2,BHK,1260,2,1,70
Plot  Area,Ready To Move,Billekahalli,4,Bedroom,1672,3,2,190
Plot  Area,Ready To Move,Seegehalli,3,Bedroom,3000,4,2,240
Super built-up  Area,Ready To Move,Murugeshpalya,3,BHK,1500,2,0,70
Super built-up  Area,Date Set,Budigere,1,BHK,705,1,0,34.55
Plot  Area,Ready To Move,Gaurava Nagar,5,Bedroom,1650,6,2,200
Super built-up  Area,Ready To Move,Dollars Colony,3,BHK,2000,3,3,200
Plot  Area,Ready To Move,Thyagaraja Nagar,1,Bedroom,1675,1,0,241
Plot  Area,Ready To Move,Electronic City,3,Bedroom,1200,3,2,150
Super built-up  Area,Ready To Move,Nagarbhavi,2,BHK,1100,2,2,46.2
Super built-up  Area,Ready To Move,Whitefield,3,BHK,1400,2,3,56
Super built-up  Area,Ready To Move,Ramagondanahalli,3,BHK,2257,3,2,155
Super built-up  Area,Ready To Move,Budigere,2,BHK,1153,2,2,56.5
Super built-up  Area,Ready To Move,Sarjapur  Road,2,BHK,1197,2,1,56.86
Super built-up  Area,Ready To Move,Siddapura,2,BHK,1150,2,2,90
Super built-up  Area,Date Set,Akshayanagara East,1,BHK,595,1,1,40
Super built-up  Area,Date Set,Hoodi,3,BHK,1837,3,1,110
Plot  Area,Ready To Move,Kumbalgodu,4,Bedroom,3750,4,2,190
Super built-up  Area,Ready To Move,Bellandur,3,BHK,1830,3,3,91.86
Super built-up  Area,Ready To Move,Green Glen Layout,3,BHK,1715,3,3,115
Super built-up  Area,Ready To Move,Electronic City,2,BHK,970,2,1,35
Plot  Area,Ready To Move,Hebbal Kempapura,4,Bedroom,1200,3,2,148
Built-up  Area,Ready To Move,NRI Layout,4,Bedroom,2700,5,1,95.75
Plot  Area,Ready To Move,Siddapura,3,Bedroom,5480,4,2,400
Built-up  Area,Ready To Move,Vidyaranyapura,4,BHK,2400,5,1,135
Super built-up  Area,Ready To Move,Sarjapur  Road,4,BHK,3040,4,2,135
Super built-up  Area,Date Set,Raja Rajeshwari Nagar,2,BHK,1168,2,1,66
Super built-up  Area,Ready To Move,Begur Road,2,BHK,1160,2,2,36.54
Built-up  Area,Ready To Move,Mallappa Layout,3,BHK,1500,3,2,75
Plot  Area,Ready To Move,Kumaraswami Layout,2,Bedroom,600,2,1,72
Plot  Area,Ready To Move,5th Phase JP Nagar,8,Bedroom,1200,7,3,250
Super built-up  Area,Date Set,ITPL,2,BHK,850,2,1,25.4
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2,BHK,935,2,2,39
Plot  Area,Ready To Move,Ullal Road,5,Bedroom,1200,5,1,235
Super built-up  Area,Date Set,Doddaballapur,1,BHK,654,1,1,49
Built-up  Area,Ready To Move,Domlur,3,BHK,1650,3,1,180
Plot  Area,Ready To Move,Dodsworth Layout,3,Bedroom,5656,5,0,499
Super built-up  Area,Ready To Move,Vinayak Nagar,2,BHK,1300,2,1,33
Super built-up  Area,Ready To Move,Kaggalipura,2,BHK,950,2,1,60
Super built-up  Area,Date Set,Silk Board,3,BHK,1250,3,2,54
Super built-up  Area,Ready To Move,Doddakallasandra,2,BHK,1072,2,1,42.87
Super built-up  Area,Ready To Move,Ankappa Layout,3,BHK,1425,2,2,65
Built-up  Area,Ready To Move,Uttarahalli,2,BHK,1165,1,0,42.09
Super built-up  Area,Ready To Move,Kathriguppe,3,BHK,1390,2,2,69.49
Built-up  Area,Ready To Move,Kalena Agrahara,3,BHK,1510,3,2,78
Super built-up  Area,Ready To Move,Thanisandra,2,BHK,1305,2,2,90
Plot  Area,Ready To Move,Vidyaranyapura,6,Bedroom,1200,6,2,170
Built-up  Area,Ready To Move,Kodigehaali,2,BHK,866,2,2,32
Super built-up  Area,Ready To Move,Hulimavu,2,BHK,1231,2,1,84.5
Super built-up  Area,Ready To Move,Sompura,3,BHK,1360,2,3,45
Super built-up  Area,Ready To Move,Yeshwanthpur,3,BHK,2500,3,3,138
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1140,2,3,55
Super built-up  Area,Date Set,Kanakpura Road,1,BHK,525,1,1,30
Super built-up  Area,Date Set,Whitefield,2,BHK,1295,2,1,64.5
Super built-up  Area,Ready To Move,Hormavu,2,BHK,1020,2,2,45.75
Super built-up  Area,Date Set,Old Airport Road,4,BHK,3504,4,2,262
Plot  Area,Ready To Move,Sidedahalli,2,Bedroom,1200,1,0,50
Super built-up  Area,Ready To Move,Vidyaranyapura,2,BHK,1100,2,1,41
Plot  Area,Date Set,Bannerghatta Road,4,Bedroom,4723,4,3,500
Super built-up  Area,Ready To Move,Kothannur,2,BHK,820,2,2,37
Plot  Area,Ready To Move,Sarjapur,4,Bedroom,3508,4,1,386
Plot  Area,Ready To Move,Versova Layout,4,Bedroom,3700,4,2,400
Super built-up  Area,Ready To Move,Kalena Agrahara,2,BHK,1354,2,2,70
Super built-up  Area,Ready To Move,Basavangudi,4,BHK,2453,3,2,250
Super built-up  Area,Ready To Move,Garudachar Palya,2,BHK,1154,2,1,51.8
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,BHK,1680,2,3,92
Super built-up  Area,Date Set,Electronics City Phase 1,2,BHK,1205,2,2,60
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,BHK,1400,2,2,86
Carpet  Area,Ready To Move,Doopanahalli,3,BHK,1625,3,1,150
Built-up  Area,Ready To Move,Electronic City,3,Bedroom,1500,3,1,73
Super built-up  Area,Ready To Move,Bannerghatta Road,3,BHK,1520,2,3,80
Built-up  Area,Ready To Move,3rd Stage Raja Rajeshwari Nagar,2,BHK,1300,3,1,65
Super built-up  Area,Ready To Move,Manayata Tech Park,2,BHK,1150,2,2,47
Super built-up  Area,Date Set,Kadugodi,3,BHK,1762,3,3,109
Super built-up  Area,Ready To Move,Budigere,2,BHK,1153,2,2,58
Super built-up  Area,Ready To Move,Yelahanka,4,BHK,2650,4,1,223
Super built-up  Area,Ready To Move,Sompura,3,BHK,1350,2,2,47
Super built-up  Area,Ready To Move,Billekahalli,2,BHK,950,2,2,56
Super built-up  Area,Ready To Move,Jakkur,3,BHK,3295,3,3,310
Super built-up  Area,Ready To Move,Coconut Grove Layout,3,BHK,1515,3,3,80.5
Super built-up  Area,Ready To Move,Neeladri Nagar,2,BHK,1100,2,2,30
Super built-up  Area,Ready To Move,Byrasandra,2,BHK,1250,2,2,65
Built-up  Area,Ready To Move,HBR Layout,2,Bedroom,1200,2,0,120
Super built-up  Area,Ready To Move,5th Phase JP Nagar,7,BHK,2500,8,3,95
Plot  Area,Ready To Move,Hoskote,4,Bedroom,1200,4,2,100
Super built-up  Area,Ready To Move,Yelahanka,3,BHK,1355,2,2,51.5
Super built-up  Area,Date Set,Dominic Layout,3,BHK,1115,3,1,39.14
Super built-up  Area,Date Set,8th Phase JP Nagar,3,BHK,1275,3,2,45
Super built-up  Area,Date Set,Padmanabhanagar,3,BHK,2051,3,2,170
Super built-up  Area,Ready To Move,BTM Layout,3,BHK,1470,2,2,99
Super built-up  Area,Ready To Move,Silver Springs Layout,3,BHK,1550,2,3,70
Built-up  Area,Ready To Move,Bannerghatta Road,3,BHK,1270,2,1,73
Super built-up  Area,Date Set,Bhoganhalli,4,BHK,2119,4,2,111
Super built-up  Area,Ready To Move,Hebbal Kempapura,3,BHK,1600,3,3,170
Super built-up  Area,Ready To Move,Kudlu Gate,3,BHK,1320,2,2,50
Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3,BHK,2505,3,2,165
Super built-up  Area,Ready To Move,Tejaswini Nagar,3,BHK,1410,2,1,54
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1200,2,3,70
Super built-up  Area,Date Set,Chennammana Kere,3,BHK,1705,2,1,86.96
Super built-up  Area,Ready To Move,Electronic City,2,BHK,995,2,1,48
Built-up  Area,Ready To Move,Horamavu Banaswadi,2,BHK,1081,2,1,52
Super built-up  Area,Ready To Move,Parappana Agrahara,2,BHK,1194,2,2,46
Super built-up  Area,Date Set,Sonnenahalli,1,BHK,605,1,1,30.24
Built-up  Area,Ready To Move,Yelahanka,1,BHK,567,1,1,25
Super built-up  Area,Ready To Move,Rajaji Nagar,2,BHK,1718,3,2,275
Super built-up  Area,Date Set,Banashankari Stage VI,3,BHK,1410.5,2,0,70.39
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,3,Bedroom,600,5,1,135
Super built-up  Area,Ready To Move,Green Glen Layout,3,BHK,1715,3,2,105
Plot  Area,Ready To Move,Doddaballapur,4,Bedroom,3206,5,2,270
Plot  Area,Ready To Move,Kundalahalli,4,Bedroom,1500,4,2,235
Super built-up  Area,Ready To Move,Bannerghatta Road,3,BHK,1846,3,2,120
Plot  Area,Ready To Move,Coconut Garden,3,Bedroom,600,3,1,90
Super built-up  Area,Ready To Move,Whitefield,2,BHK,1015,2,3,56
Plot  Area,Ready To Move,Dollars Colony,4,Bedroom,4350,8,2,2600
Super built-up  Area,Ready To Move,Thanisandra,2,BHK,1100,2,1,36
Super built-up  Area,Ready To Move,Thanisandra,3,BHK,1965,4,2,125
Super built-up  Area,Ready To Move,NGR Layout,2,BHK,1021,2,2,45.9
